species,has_poser_json,has_anim_json,idle,walk,run,fly,hover,swim,float,sleep,physical,special,status,cry,recoil,clips
overqwil,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
pachirisu,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,ground_idle;render
palafin,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
palossand,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;ground_walk;happy;hidden;recoil;render;sad;shock;shovel_spin
panpour,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;pose;recoil;sad;shocked;smile;unamused
pansage,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;pose;recoil;sad;shocked;smile;unamused
pansear,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;pose;recoil;sad;shocked;smile;unamused
paras,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
parasect,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,cry;faint;ground_idle;ground_run;ground_walk;ride_ground_run;ride_jump;sleep;test_runspeed;test_walkspeed
patrat,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_run;ground_walk;sleep;test
pelipper,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;ground_walk;sleep;surfacewater_idle;surfacewater_sleep;surfacewater_swim
perrserker,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
persian,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;sleep
petilil,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;idle_quirk;scale;sleep
phanpy,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;run_quirk_wip;sleep;walkspeedtest
phantump,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;battle_faint;battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;sleep
pichu,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,alolan_battle_cry;alolan_cry;battle_cry;battle_idle;battle_idle_base;blink;cry;faint;friend_quirk;ground_idle;ground_idle_base;ground_idle_hat;ground_run;ground_walk;look_quirk;physical;quad_base;recoil;shoulder_left;shoulder_right;sleep;special;status;surfacewater_idle;surfacewater_swim;taunt;yeet
pidgeot,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,air_fly;air_fly_quirk;air_fly_quirk2;air_idle;blink;cry;ground_idle_placeholder
pidgeotto,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,air_fly;air_fly_quirk;air_fly_quirk2;air_fly_test;air_idle;blink;cry;ground_idle_placeholder;pose;render;sleep_placeholder
pidgey,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;ground_run;ground_walk;pose;render;sleep_placeholder
pidove,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;look_quirk;on_grass_quirk;pose;recoil;sad;shoulder_left;shoulder_right;sleep;surprised;unamused;walkspeed_test;wangs
pignite,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;flex_quirk;ground_idle;ground_walk;happy;look_quirk;recoil;sad;sleep;sniff_quirk;surprise;unamused
pikachu,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,alolan_battle_cry;alolan_cry;battle_cry;battle_idle;battle_quirk1;battle_quirk2;battle_recoil;blink;cheeks_active;cry;dance;ground_idle;ground_idle_hat;ground_run;ground_walk;hold_item;look_quirk;physical;recoil;render;runspeed;shoulder_left;shoulder_right;sleep;special;status;surfacewater_idle;surfacewater_swim;surprisedquirk;volttackle;walkspeed
pikipek,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,air_idle;blink;cry;ground_idle
piloswine,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;blink;cry;faint;ground_idle;ground_run;ground_walk;happy;mouth_test;physical;quirk_nose;recoil;recoilface;render;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sad;sleep;special;status;walkspeedtest
pincurchin,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
pineco,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,blink;faint;ground_idle;ground_walk;sleep
pinsir,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep
piplup,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep;swimtest;walktest;water_idle;water_swim
plusle,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,airplane;angry;battle_cry;battle_idle;blink;cry;dance;expression_test;faint;ground_idle;ground_walk;happy;look_quirk;recoil;render;sad;scale;shoulder_left;shoulder_right;sleep;special;status;walk test
poipole,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle;ground_walk
politoed,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,ground_idle;water_idle;water_swim
poliwag,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;render;sleep;water_idle;water_swim
poliwhirl,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;pose;render;sleep;water_idle;water_swim
poliwrath,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,battle_idle;blink;cry;ground_idle;physical;pose;recoil;sleep;stretch_quirk;water_idle;water_swim
poltchageist,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ditto_face;ground_idle;render
polteageist,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ditto_face;ground_idle;second_head
ponyta,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_runold;ground_walk;quirk1;sleep;true faint
poochyena,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;call;cry;demo;ground_idle;howl
popplio,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;cry;faint;ground_idle;ground_walk;happy;recoil;sad;shock;shoulder_left;shoulder_right;sleep;unamused;water_idle;water_swim
porygon,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;battle_quirk;blink;blush;cry;faint;faint2;ground_idle;ground_run;ground_walk;half_closed;happy;idle_quirk;idle_quirk2;physical;pose;quirk;recoil;sad;shock;sleep;special;status;teary;unamused;worried
porygon2,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;battle_quirk;blink;blush;cry;faint;ground_idle;ground_run;ground_walk;half_closed;happy;hurt;idle_quirk;idle_quirk2;physical;portrait_idle;pose;potrait_pose;quirk;recoil;sad;shock;sleep;special;status;teary;unamused;worried
primarina,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;blush;cry;faint;ground_idle;ground_walk;hair_open;happy;hurt;sad;shock;sleep;speen;unamused;water_idle;water_swim
primeape,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,battle_idle;blink;cry;cyclopsside;faint;ground_idle;ground_walk;physical;recoil;sleep
prinplup,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;recoil;sad;shock;sleep;water_idle;water_swim
probopass,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;faint;ground_idle;ground_walk;physical;recoil;sleep;special;status
psyduck,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,awooga;blink;cry;faint;ground_idle;ground_walk;render;sleep;water_idle;water_swim
pumpkaboo,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;quirk_idle;sleep
pupitar,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;demopose
purrloin,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_walk;pose1;pose2
purugly,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;test2;test3
pyroar,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,cry;ground_idle
pyukumuku,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
quagsire,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,blink;cry;ground_idle;home;water_idle;water_swim
quaquaval,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_idle2;ground_walk;sleep;walkspeedtest;water_idle;water_swim
quaxly,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;blush;cry;displeased;faint;ground_idle;ground_quirk_wip;ground_walk;happy;messy_hair_overlay;recoil;render_new;sad;shocked;sleep;squint;surfacewater_battle_idle;surfacewater_faint_wip;surfacewater_idle;surfacewater_quirk_wip;surfacewater_sleep;surfacewater_swim;walktest;water_battle_idle;water_faint_wip;water_idle;water_sleep;water_swim
quaxwell,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;pose;run_test;sleep;walk_test;water_battle_idle(wip);water_idle
quilava,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_cry;battle_idle;blink;cry;fire_idle;ground_idle;ground_run_wip;ground_walk;render;sleep
quilladin,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep
qwilfish,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
raboot,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ditto_face;ground_idle;ground_run;ground_walk;happy;hip_quirk;limp_quirk_wip;shocked;sleep;sleep_ear_quirk
rabsca,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,cry;ground_idle;open_eyes
raichu,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cheeks_active;cry;ground_idle;ground_idle_hat;ground_walk;render;sleep
ralts,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;pose;quirk_battle_idle;quirk_idle;shoulder_left;shoulder_right;sleep
rampardos,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;idle_copy;quirk_battle;quirk_charge;render;run speed test;sleep;walk speed test
rapidash,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_faint;blink;cry;faint;ground_idle;ground_run;ground_walk;sleep
raticate,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
rattata,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,blink;faint;ground_idle;ground_walk;sleep
rayquaza,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;eye_size;ground_idle
regice,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle;ground_walk
regidrago,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,attack;blink;ground_idle;ground_walk
regieleki,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,attack;blink;ground_idle
regigigas,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,battle_idle;ground_idle;kneeling
regirock,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
registeel,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
relicanth,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,cry;ground_idle;ground_speed_test;ground_walk;pose;water_idle;water_swim
rellor,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;portrait;shock
remoraid,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;cry;ground_idle;happy;sad;surprised
reuniclus,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;happy;hurt;profile_idle;sad;unamused
revavroom,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,angry;blink;cry;disinterested;ground_idle;ground_run;ground_walk;happy;hurt;ride_drift_idk;ride_ground;ride_jump;run_test;sad;scale;sleep;surprised
rhydon,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_idle;battle_quirk;blink;cry;expressions;ground_idle;ground_run;ground_walk;physical;pose;recoil;ride_ground_run;ride_ground_walk;ride_jump;run_quirk;size;sleep;special;status
rhyhorn,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;demon;expressions;ground_idle;ground_run;ground_walk;idle_quirk;physical;pose;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sleep;special;spin;status;walkspeedtest
rhyperior,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;battle_quirkwip;blink;cry;dance;expressions;f;ground_idle;ground_run;ground_run_slow;ground_walk;hecanspeak;horntest;new;physical;physicalgood;pizza;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;runspeedtest_slow;size;sleep;special;status;test;thing;waawaawaawaa;walkspeedtest
ribombee,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,cry;ditto_face;faint;ground_idle;ground_walk;open_mouth;sad;scale;sleep
rillaboom,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk
riolu,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;calm;cry;ground_idle;happy;hurt;judgy;sad;shock;squint
roggenrola,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;cry;faint;ground_idle;ground_walk;quirk_twitch;shoulder_left;shoulder_right;sleep
rookidee,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,air_fly;air_idle;battle_cry;blink;closed_wangs;cry;ground_idle;ground_walk;held_item;physical;recoil;shoulder_left;shoulder_right;sleep;special;status;wangs
roselia,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;quirk_idle;sleep
roserade,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_cry;battle_idle;blink;cry;ground_idle;ground_walk;quirk_idle;sleep
rotom,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
rowlet,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;flying_idle;ground_idle
rufflet,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;blink;cry;ground_idle;ground_walk;quirk_ground_idle1;recoil;scaletest;sleep;walkspeedtest
sableye,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,ground_idle;ground_walk;shoulder_left;shoulder_right
salamence,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,air_fly;air_glide;air_idle;battle_idle;blink;cry;ground_idle;ground_run;ground_walk;ride_air_fly;ride_air_glide;ride_dive;ride_ground_run;ride_jump
salandit,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
salazzle,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,battle_idle;blink;ground_idle;ground_walk
samurott,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,battle_pose;blink;cry;ground_idle
sandaconda,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock;uncoiled
sandile,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;battle_sleep;bite_quirk;blink;cry;faint;ground_idle;ground_walk;physical;recoil;sand_battle_idle;sand_battle_sleep;sand_cry;sand_idle;sand_recoil;sand_sleep;sand_swim;sleep;special;status
sandshrew,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
sandslash,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
sandygast,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;ground_walk;happy;hidden;hurt;render;sad;shock
sawk,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ditto_face;ground_idle
sawsbuck,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
scatterbug,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;quirk;sleep
sceptile,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;cry;ground_idle;hurt_or_happy;sad;shocked;test2;test3
scizor,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,air_fly;air_idle;angry;battle_idle;blink;cry;ground_idle;happy;hold_item;new;portrait_pose;sad;shocked;unamused
scolipede,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;cry_idle;ground_idle;ground_run;ground_walk;happy;hurt;idle_quirk;idle_quirk2;recoil;ride_ground_run;ride_ground_walk;ride_jump;runtest_speed;sad;shock;sleep;sleep_wild;walkspeedtest;worried
scorbunny,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,angry;battle_idle;blink;cry;ditto_face;drowsy;ground_idle;ground_walk;happy;shocked;worried
scovillain,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_cry_wip;battle_idle;blink;blink2;cry;ground_idle;ground_run;ground_walk;hold_item;quirk_ground_idle1;quirk_ground_idle2;recoil;runspeedtest;sleep;walkspeedtest
scrafty,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,battle_idle;blink;ground_idle;mouth;mouth2;render_hood_off;render_hood_on
scraggy,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle;mouth;mouth2
scyther,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,air_idle;battle_idle;blink;cry;ground_idle;hold_item;pose;wing_quirk
seadra,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,angry;blink;cry;ground_idle;ground_walk;happy;sad;surprised;water_idle;water_swim
seaking,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,blink;cry;ground_battle_idle;ground_idle;ground_recoil;ground_walk;movement_test;movement_test2;pose;water_battle_idle;water_battle_recoil;water_idle;water_idle_recoil;water_swim
sealeo,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle1;ground_idle2
seedot,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,blink;cry;ground_idle;happy;hurt;judgy;new;sleep
seel,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
sentret,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
serperior,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;idle_quirk1;idle_quirk2;ride_ground_run;ride_ground_walk;ride_jump;run_testspeed;sleep;walk_testspeed
servine,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;looking_back;recoil;sad;shock;unamused
sewaddle,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad
sharpedo,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,basepose;ground_idle;ground_walk;mouth_open;quirk_surfacewater_swim;ride_water_swim;surfacewater_idle;surfacewater_swim;test_walkspeed;water_idle;water_swim
shedinja,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink_wip;cry;faint;ground_idle;ground_run;ground_walk;sleep
shelgon,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk
shellder,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;protect;recoil;sad;shock;sleep;water_idle;water_swim
shellos,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;recoil;sad;shock
shelmet,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
shieldon,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;glance_quirk;graze_quirk;ground_idle;ground_run;ground_walk;movement_test_run;movement_test_walk;sleep;test
shiftry,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,angry;blink;disintrested;ground_idle;happy;hurt;mouth_open_example;sad;side_eye;sleep;surprised
shiinotic,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
shinx,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,ground_idle;new
shroodle,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep;sleep2
shroomish,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;sleep
shuckle,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;shell;sleep
shuppet,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,blink;ditto_face;ground_idle_placeholder
sigilyph,True,True,True,False,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;angry;blink;cry;faint;happy;hurt;sad;shock;sleep
silicobra,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
simipour,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;pose;recoil;sad;shocked;smile;unamused
simisage,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;pose;recoil;sad;shocked;smile;unamused
simisear,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;pose;recoil;sad;shocked;smile;unamused
sinistcha,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ditto_face;ground_idle;second_head
sinistea,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ditto_face;ground_idle_placeholder;render
sirfetchd,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;quirk
sizzlipede,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;shoulder_left;shoulder_right;sleep;walkspeedtest
skarmory,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,air_fly;air_glide_test;air_idle;battle_cry_wip;battle_idle;blink;cry;faint;ground_idle;physical;recoil;sleep;special_wip
skeledirge,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;move;sleep
skiddo,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;physical;quirk_ground_idle;quirk_jump;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sleep;special;status;walkspeedtest
skiploom,True,True,True,True,False,True,True,False,False,True,False,False,False,True,True,air_fly;air_idle;air_sleep;angry;battle_idle;blink;cry;fly_overlay;ground_idle;ground_walk;happy;hurt;sad;shock;sleep;unamused
skorupi,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
skrelp,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,blink;cry;water_idle
skwovet,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;disinterested;ground_idle;happy;hurt;mouth_open;sad
slaking,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;blink;cry;ground_idle;ground_run;ground_walk;physical;recoil;ride_ground;ride_jump;sleep;special;status;truant
slakoth,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose;stand
sliggoo,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
slowbro,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;bite_quirk;blink1;blink2;cry;ground_idle;ground_walk;sleep;water_idle;water_swim
slowking,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;blink2;cry;ground_idle;ground_walk;sleep;water_idle;water_swim
slowpoke,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;floor_idle;ground_idle;ground_walk;sleep;water_idle;water_swim
slugma,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep
slurpuff,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
smeargle,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;happy;physical;recoil;sad;shock;sketch;sleep;special;squint;status
smoliv,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
smoochum,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,ground_idle
sneasel,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_idle;battle_sleep;blink;cry;ground_idle;ground_run;ground_walk;item_hold;recoil;sleep
sneasler,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_idle;battle_idle_basket;battle_sleep;battle_sleep_basket;blink;cry;ground_idle;ground_idle_basket;ground_run;ground_run_basket;ground_walk;ground_walk_basket;item_hold;quirk_ground;recoil;ride_basket;ride_ground_run;ride_ground_walk;ride_jump;ride_jump_basket;sleep;sleep_basket
snivy,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;blink;cry;ground_idle;ground_walk;happy;looking_back;recoil;sad;shock;sleep;unamused
snorlax,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;cry;ground_idle;ground_walk;quirk_idle;recoil;sleep;sleep_intro;walkspeedtest
snorunt,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
snubbull,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;idle;move_test_run;move_test_walk;sleep
sobble,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;blink;cry;crying;ground_idle;ground_walk;happy;hurt;sad;scale;shock;shoulder_left;shoulder_right;sleep;smile
solosis,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;happy;hurt;sad
solrock,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,battle;battle_cry;battle_idle;battleinterptest;blink;cry;ground_idle;ground_walk;physical;quirk;recoil;scrap;sleep;sleep_alt;special;status
spearow,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;happy;sad;unamused
spewpa,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_run;ground_walk;pose;quirk_fluff;sleep
spheal,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk_placeholder
spidops,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;expressions;idle;pose;web_test
spinarak,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_idle;battle_sleep;blink;cry;dance;fang_quirk;ground_idle;ground_run;ground_walk;look_quirk;recoil;shoulder_left;shoulder_right;sleep
